datetime,hx_water_level,xfx_water_level,bottom_pressure,hx_pressure,xfx_pressure,water_demand,xj_pressure
2021/5/23 2:55,2.72,2.32,183,180,180,5814,240
2021/5/23 3:00,2.76,2.36,182,180,180,5791,241
2021/5/23 3:05,2.8,2.39,181,180,180,5750,240
2021/5/23 3:10,2.85,2.43,184,185,182,5725,240
2021/5/23 3:15,2.89,2.47,191,185,183,5676,240
2021/5/23 3:20,2.93,2.5,190,186,184,5689,240
2021/5/23 3:25,2.98,2.54,187,188,185,5593,240
2021/5/23 3:30,3.03,2.57,186,188,185,5553,239
2021/5/23 3:35,3.07,2.61,186,187,184,5549,240
2021/5/23 3:40,3.11,2.65,191,187,183,5629,240
2021/5/23 3:45,3.16,2.68,190,187,183,5532,240
2021/5/23 3:50,3.2,2.72,185,187,184,5591,240
2021/5/23 3:55,3.25,2.75,182,188,184,5532,240
2021/5/23 4:00,3.29,2.79,187,187,185,5487,240
2021/5/23 4:05,3.34,2.82,192,186,185,5530,240
2021/5/23 4:10,3.38,2.86,190,188,185,5510,240
2021/5/23 4:15,3.43,2.9,188,188,184,5457,240
2021/5/23 4:20,3.47,2.93,182,188,185,5539,240
2021/5/23 4:25,3.52,2.96,187,183,183,5490,239
2021/5/23 4:30,3.56,3,185,183,181,5579,240
2021/5/23 4:35,3.61,3.03,187,183,181,5743,240
2021/5/23 4:40,3.65,3.07,179,182,179,5808,240
2021/5/23 4:45,3.7,3.1,182,179,178,5904,240
2021/5/23 4:50,3.75,3.14,180,178,177,6061,240
2021/5/23 4:55,3.8,3.17,174,175,171,6159,239
2021/5/23 5:00,3.84,3.2,169,171,169,6286,240
2021/5/23 5:05,3.89,3.24,170,172,169,6452,241
2021/5/23 5:10,3.94,3.27,173,172,170,6414,240
2021/5/23 5:15,3.98,3.3,168,170,168,6436,241
2021/5/23 5:20,4.02,3.34,166,171,168,6533,240
2021/5/23 5:25,4.06,3.37,167,171,167,6542,240
2021/5/23 5:30,4.09,3.4,170,175,167,6612,240
2021/5/23 5:35,4.13,3.43,172,178,171,6354,240
2021/5/23 5:40,4.17,3.46,166,179,171,6137,240
2021/5/23 5:45,4.2,3.48,173,188,190,6057,241
2021/5/23 5:50,4.22,3.48,186,186,188,5376,240
2021/5/23 5:55,4.25,3.49,188,187,188,5430,241
2021/5/23 6:00,4.27,3.49,191,198,192,5440,240
2021/5/23 6:05,4.26,3.48,190,198,189,5181,240
2021/5/23 6:10,4.26,3.49,185,194,188,5303,240
2021/5/23 6:15,4.26,3.49,184,196,187,5458,240
2021/5/23 6:20,4.27,3.49,185,196,186,5384,240
2021/5/23 6:25,4.26,3.49,183,194,186,5427,241
2021/5/23 6:30,4.26,3.49,184,192,183,5461,240
2021/5/23 6:35,4.27,3.49,178,190,181,5702,239
2021/5/23 6:40,4.27,3.49,181,189,181,5807,240
2021/5/23 6:45,4.27,3.49,180,189,182,5929,240
2021/5/23 6:50,4.27,3.49,176,189,179,5900,241
2021/5/23 6:55,4.27,3.49,171,187,177,5993,240
2021/5/23 7:00,4.27,3.49,170,184,175,6173,240
2021/5/23 7:05,4.27,3.49,167,179,171,6415,240
2021/5/23 7:10,4.27,3.49,162,177,169,6607,240
2021/5/23 7:15,4.27,3.49,161,241,180,6790,239
2021/5/23 7:20,4.27,3.49,180,243,186,6303,240
2021/5/23 7:25,4.27,3.49,177,243,184,6094,241
2021/5/23 7:30,4.27,3.49,180,243,182,6161,239
2021/5/23 7:35,4.27,3.49,174,244,183,6287,240
2021/5/23 7:40,4.27,3.49,183,248,187,6338,240
2021/5/23 7:45,4.27,3.49,184,245,185,5996,239
2021/5/23 7:50,4.27,3.49,179,251,189,6121,251
2021/5/23 7:55,4.27,3.49,182,248,188,6528,250
2021/5/23 8:00,4.27,3.49,185,251,190,6642,250
2021/5/23 8:05,4.27,3.49,184,246,187,6560,250
2021/5/23 8:10,4.27,3.49,181,248,188,6855,250
2021/5/23 8:15,4.27,3.49,188,248,188,6782,250
2021/5/23 8:20,4.27,3.49,184,251,189,6798,250
2021/5/23 8:25,4.27,3.49,181,249,189,6691,250
2021/5/23 8:30,4.27,3.49,179,249,188,6682,250
2021/5/23 8:35,4.27,3.49,182,249,187,6771,250
2021/5/23 8:40,4.27,3.49,184,241,185,6977,250
2021/5/23 8:45,4.27,3.49,180,246,185,6905,250
2021/5/23 8:50,4.27,3.49,176,243,183,7000,249
2021/5/23 8:55,4.28,3.49,174,245,182,7109,250
2021/5/23 9:00,4.28,3.48,173,250,207,7067,251
2021/5/23 9:05,4.28,3.44,189,248,207,6448,250
2021/5/23 9:10,4.28,3.41,194,246,206,6365,250
2021/5/23 9:15,4.28,3.37,193,247,204,6478,250
2021/5/23 9:20,4.28,3.33,186,250,205,6500,250
2021/5/23 9:25,4.28,3.3,182,247,203,6419,250
2021/5/23 9:30,4.28,3.26,185,242,202,6545,250
2021/5/23 9:35,4.28,3.22,189,239,203,6697,250
2021/5/23 9:40,4.28,3.19,190,239,201,6882,250
2021/5/23 9:45,4.28,3.15,187,242,204,6759,250
2021/5/23 9:50,4.28,3.11,185,243,205,6597,250
2021/5/23 9:55,4.28,3.08,186,242,205,6516,249
2021/5/23 10:00,4.28,3.04,194,241,204,6443,250
2021/5/23 10:05,4.28,3.04,176,238,182,7032,249
2021/5/23 10:10,4.28,3.04,178,235,182,7134,250
2021/5/23 10:15,4.28,3.04,177,234,181,7092,250
2021/5/23 10:20,4.28,3.04,175,232,180,7199,250
2021/5/23 10:25,4.28,3.04,172,233,181,7176,250
2021/5/23 10:30,4.28,3.04,175,234,182,7096,250
2021/5/23 10:35,4.28,3.04,176,235,183,7056,250
2021/5/23 10:40,4.28,3.04,173,236,184,7061,250
2021/5/23 10:45,4.28,3.04,179,236,183,6911,250
2021/5/23 10:50,4.28,3.04,174,238,183,6890,250
2021/5/23 10:55,4.28,3.04,179,236,184,6967,250
2021/5/23 11:00,4.28,3.04,178,237,182,7010,250
2021/5/23 11:05,4.28,3.04,182,231,181,7035,250
2021/5/23 11:10,4.28,3.04,171,235,181,7243,251
2021/5/23 11:15,4.28,3.04,175,238,187,7093,250
2021/5/23 11:20,4.28,3.04,175,236,182,6976,251
2021/5/23 11:25,4.28,3.04,176,237,184,7075,251
2021/5/23 11:30,4.28,3.04,175,234,182,7006,249
2021/5/23 11:35,4.28,3.04,182,238,183,7118,251
2021/5/23 11:40,4.28,3.04,175,237,182,7102,250
2021/5/23 11:45,4.28,3.04,177,241,183,7083,250
2021/5/23 11:50,4.28,3.04,182,243,185,7083,250
2021/5/23 11:55,4.28,3.04,184,241,186,6935,253
2021/5/23 12:00,4.28,3.04,181,246,187,6893,250
2021/5/23 12:05,4.28,3.04,184,237,188,6859,250
2021/5/23 12:10,4.29,3.04,182,238,188,6791,250
2021/5/23 12:15,4.29,3.04,184,239,190,6683,250
2021/5/23 12:20,4.29,3.04,190,240,191,6553,250
2021/5/23 12:25,4.29,3.04,189,242,193,6509,250
2021/5/23 12:30,4.29,3.04,191,244,195,6398,250
2021/5/23 12:35,4.29,3.04,192,242,195,6236,250
2021/5/23 12:40,4.29,3.04,193,244,197,6105,250
2021/5/23 12:45,4.29,3.04,197,182,186,6170,249
2021/5/23 12:50,4.28,3.04,175,180,179,6751,249
2021/5/23 12:55,4.29,3.04,171,181,178,6983,249
2021/5/23 13:00,4.29,3.04,174,178,176,7011,250
2021/5/23 13:05,4.29,3.04,169,179,176,7135,249
2021/5/23 13:10,4.29,3.04,168,180,178,7071,249
2021/5/23 13:15,4.29,3.04,171,181,178,7003,250
2021/5/23 13:20,4.29,3.04,173,181,178,6956,251
2021/5/23 13:25,4.29,3.04,173,181,179,6965,249
2021/5/23 13:30,4.29,3.04,173,180,179,6906,251
2021/5/23 13:35,4.29,3.04,175,182,181,6892,251
2021/5/23 13:40,4.29,3.04,175,181,180,6854,249
2021/5/23 13:45,4.29,3.04,178,181,182,6832,250
2021/5/23 13:50,4.29,3.04,178,186,184,6818,250
2021/5/23 13:55,4.29,3.04,182,186,186,6713,250
2021/5/23 14:00,4.29,3.04,179,188,186,6565,251
2021/5/23 14:05,4.29,3.04,183,188,188,6518,250
2021/5/23 14:10,4.29,3.04,180,189,186,6479,250
2021/5/23 14:15,4.29,3.04,180,189,187,6422,250
2021/5/23 14:20,4.29,3.04,182,181,184,6475,250
2021/5/23 14:25,4.3,3.04,184,187,187,6639,250
2021/5/23 14:30,4.29,3.04,179,186,185,6606,250
2021/5/23 14:35,4.3,3.04,182,185,185,6540,250
2021/5/23 14:40,4.29,3.04,184,186,186,6585,250
2021/5/23 14:45,4.3,3.04,182,187,184,6518,250
2021/5/23 14:50,4.3,3.04,176,185,182,6623,250
2021/5/23 14:55,4.3,3.04,175,184,182,6710,250
2021/5/23 15:00,4.3,3.04,177,181,181,6681,251
2021/5/23 15:05,4.3,3.04,174,182,180,6800,251
2021/5/23 15:10,4.3,3.04,176,185,182,6690,250
2021/5/23 15:15,4.3,3.04,178,187,182,6656,250
2021/5/23 15:20,4.3,3.04,175,183,181,6740,250
2021/5/23 15:25,4.3,3.04,177,180,179,6801,250
2021/5/23 15:30,4.3,3.04,173,179,177,6877,250
2021/5/23 15:35,4.3,3.04,171,181,180,7041,251
2021/5/23 15:40,4.3,3.04,176,180,178,6856,250
2021/5/23 15:45,4.3,3.04,171,179,177,6991,250
2021/5/23 15:50,4.3,3.04,171,177,177,7069,250
2021/5/23 15:55,4.3,3.04,172,177,176,7158,250
2021/5/23 16:00,4.3,3.04,168,175,175,7167,249
2021/5/23 16:05,4.3,3.04,167,173,173,7197,250
2021/5/23 16:10,4.3,3.04,166,177,176,7166,250
2021/5/23 16:15,4.3,3.04,168,174,172,7164,250
2021/5/23 16:20,4.3,3.04,166,175,173,7232,248
2021/5/23 16:25,4.3,3.03,168,179,186,7255,250
2021/5/23 16:30,4.3,3,176,174,184,7011,250
2021/5/23 16:35,4.3,2.98,169,175,184,7104,250
2021/5/23 16:40,4.3,2.95,172,176,184,7059,249
2021/5/23 16:45,4.31,2.93,174,175,183,7142,250
2021/5/23 16:50,4.3,2.9,170,174,183,7179,249
2021/5/23 16:55,4.31,2.87,169,172,181,7228,250
2021/5/23 17:00,4.31,2.85,161,173,180,7300,249
2021/5/23 17:05,4.31,2.82,171,172,180,7276,250
2021/5/23 17:10,4.31,2.79,167,174,180,7295,251
2021/5/23 17:15,4.31,2.77,167,174,182,7183,250
2021/5/23 17:20,4.31,2.74,170,172,180,7166,251
2021/5/23 17:25,4.3,2.72,164,202,183,7289,249
2021/5/23 17:30,4.25,2.69,175,190,184,7056,250
2021/5/23 17:35,4.2,2.66,173,192,183,7117,251
2021/5/23 17:40,4.14,2.64,175,200,188,7078,249
2021/5/23 17:45,4.1,2.61,179,200,187,6982,251
2021/5/23 17:50,4.05,2.58,177,198,187,6993,249
2021/5/23 17:55,4,2.56,177,198,187,7063,251
2021/5/23 18:00,3.95,2.53,179,199,187,7075,250
2021/5/23 18:05,3.9,2.51,172,196,185,7172,251
2021/5/23 18:10,3.84,2.48,174,195,184,7133,249
2021/5/23 18:15,3.8,2.46,168,194,183,7182,250
2021/5/23 18:20,3.75,2.43,174,196,184,7137,249
2021/5/23 18:25,3.69,2.4,172,197,183,7106,250
2021/5/23 18:30,3.64,2.38,172,197,182,7084,251
2021/5/23 18:35,3.59,2.35,173,198,184,7088,249
2021/5/23 18:40,3.54,2.33,174,197,183,7036,250
2021/5/23 18:45,3.49,2.3,172,195,182,7198,250
2021/5/23 18:50,3.45,2.28,172,195,182,7172,251
2021/5/23 18:55,3.4,2.25,169,194,181,7214,250
2021/5/23 19:00,3.34,2.22,167,192,180,7285,249
2021/5/23 19:05,3.3,2.2,170,193,182,7275,249
2021/5/23 19:10,3.25,2.18,172,193,182,7304,248
2021/5/23 19:15,3.2,2.15,169,193,181,7335,248
2021/5/23 19:20,3.15,2.13,175,191,181,7327,248
2021/5/23 19:25,3.1,2.1,169,189,178,7346,246
2021/5/23 19:30,3.04,2.07,163,187,178,7377,245
2021/5/23 19:35,3,2.05,164,185,174,7398,244
2021/5/23 19:40,2.95,2.02,159,187,175,7384,244
2021/5/23 19:45,2.9,1.99,166,195,182,7333,250
2021/5/23 19:50,2.85,1.97,172,197,184,7068,251
2021/5/23 19:55,2.8,1.94,173,196,182,7001,250
2021/5/23 20:00,2.75,1.92,168,195,182,6993,250
2021/5/23 20:05,2.7,1.89,171,194,182,7041,250
2021/5/23 20:10,2.65,1.86,169,196,181,7135,249
2021/5/23 20:15,2.6,1.84,170,193,180,7114,249
2021/5/23 20:20,2.56,1.82,180,193,235,7199,244
2021/5/23 20:25,2.51,1.81,179,185,233,7348,247
2021/5/23 20:30,2.46,1.79,172,186,232,7386,244
2021/5/23 20:35,2.41,1.78,176,191,234,7419,245
2021/5/23 20:40,2.36,1.76,175,190,234,7359,245
2021/5/23 20:45,2.31,1.75,172,188,232,7341,244
2021/5/23 20:50,2.26,1.73,175,187,232,7424,244
2021/5/23 20:55,2.2,1.72,176,189,233,7387,245
2021/5/23 21:00,2.15,1.7,178,190,234,7351,246
2021/5/23 21:05,2.1,1.68,176,190,233,7354,245
2021/5/23 21:10,2.07,1.66,176,192,234,7388,246
2021/5/23 21:15,2.02,1.65,181,193,234,7351,248
2021/5/23 21:20,1.97,1.64,184,193,235,7290,248
2021/5/23 21:25,1.91,1.63,186,194,237,7288,248
2021/5/23 21:30,1.87,1.62,186,196,237,7313,248
2021/5/23 21:35,1.82,1.61,183,198,239,7258,250
2021/5/23 21:40,1.77,1.6,195,200,242,7179,250
2021/5/23 21:45,1.72,1.59,196,203,243,7003,250
2021/5/23 21:50,1.68,1.58,196,206,245,6799,250
2021/5/23 21:55,1.63,1.57,195,209,246,6629,250
2021/5/23 22:00,1.58,1.56,198,206,248,6501,250
2021/5/23 22:05,1.54,1.55,195,210,247,6549,250
2021/5/23 22:10,1.49,1.54,196,212,249,6477,250
2021/5/23 22:15,1.45,1.53,199,212,249,6233,250
2021/5/23 22:20,1.4,1.52,204,214,252,6180,250
2021/5/23 22:25,1.35,1.51,201,216,253,5932,251
2021/5/23 22:30,1.3,1.51,205,214,253,5918,251
2021/5/23 22:35,1.26,1.5,200,216,255,6045,249
2021/5/23 22:40,1.22,1.49,204,214,254,5888,249
2021/5/23 22:45,1.2,1.48,195,194,234,6025,251
2021/5/23 22:50,1.2,1.48,195,195,236,6427,250
2021/5/23 22:55,1.2,1.48,197,196,239,6372,250
2021/5/23 23:00,1.2,1.48,198,194,237,6303,249
2021/5/23 23:05,1.2,1.49,197,198,239,6399,250
2021/5/23 23:10,1.2,1.49,202,195,239,6207,250
2021/5/23 23:15,1.2,1.48,200,196,239,6330,251
2021/5/23 23:20,1.2,1.48,202,196,241,6286,250
2021/5/23 23:25,1.2,1.49,188,198,194,6177,250
2021/5/23 23:30,1.2,1.48,191,200,195,5960,250
2021/5/23 23:35,1.2,1.49,196,204,197,5777,249
2021/5/23 23:40,1.22,1.48,195,184,189,5546,250
2021/5/23 23:45,1.27,1.49,187,185,193,5851,249
2021/5/23 23:50,1.32,1.48,192,187,194,5825,251
2021/5/23 23:55,1.38,1.48,193,185,195,5698,250
2021/5/24 0:00,1.42,1.49,189,182,192,5751,250
2021/5/24 0:05,1.47,1.49,191,190,192,5947,251
2021/5/24 0:10,1.52,1.49,192,188,191,5550,240
2021/5/24 0:15,1.57,1.49,193,191,193,5273,241
2021/5/24 0:20,1.61,1.49,193,192,193,5052,240
2021/5/24 0:25,1.66,1.49,194,192,195,5071,240
2021/5/24 0:30,1.71,1.49,196,185,181,4842,240
2021/5/24 0:35,1.75,1.52,186,185,181,5349,240
2021/5/24 0:40,1.8,1.55,184,186,180,5446,240
2021/5/24 0:45,1.85,1.59,182,187,180,5505,241
2021/5/24 0:50,1.9,1.61,180,187,182,5451,239
2021/5/24 0:55,1.94,1.64,186,188,182,5465,240
2021/5/24 1:00,1.99,1.66,188,183,181,5335,240
2021/5/24 1:05,2.04,1.7,180,181,179,5818,240
2021/5/24 1:10,2.08,1.74,179,183,180,5936,239
2021/5/24 1:15,2.13,1.77,180,184,180,5865,241
2021/5/24 1:20,2.17,1.8,185,187,184,5744,240
2021/5/24 1:25,2.22,1.84,188,184,181,5550,240
2021/5/24 1:30,2.26,1.87,188,187,182,5670,240
2021/5/24 1:35,2.31,1.9,189,185,182,5563,240
2021/5/24 1:40,2.36,1.93,185,186,184,5664,241
2021/5/24 1:45,2.4,1.97,188,186,184,5547,240
2021/5/24 1:50,2.45,2,188,188,184,5543,240
2021/5/24 1:55,2.5,2.03,189,188,185,5486,241
2021/5/24 2:00,2.54,2.07,188,187,182,5445,240
2021/5/24 2:05,2.58,2.11,182,183,179,5628,240
2021/5/24 2:10,2.63,2.15,179,183,179,5778,239
2021/5/24 2:15,2.67,2.18,183,185,180,5761,239
2021/5/24 2:20,2.72,2.22,185,186,181,5685,240
2021/5/24 2:25,2.76,2.25,189,187,182,5679,240
2021/5/24 2:30,2.8,2.29,188,187,182,5652,240
2021/5/24 2:35,2.85,2.33,186,188,183,5644,240
2021/5/24 2:40,2.89,2.37,186,189,183,5508,240
2021/5/24 2:45,2.94,2.41,186,189,183,5471,240
2021/5/24 2:50,2.98,2.45,186,189,183,5491,239
2021/5/24 2:55,3.03,2.48,189,188,184,5461,240
2021/5/24 3:00,3.06,2.52,189,189,183,5462,240
2021/5/24 3:05,3.1,2.56,188,189,184,5469,240
2021/5/24 3:10,3.15,2.6,186,189,184,5417,239
2021/5/24 3:15,3.19,2.64,186,186,184,5433,241
2021/5/24 3:20,3.24,2.68,188,188,183,5484,240
2021/5/24 3:25,3.28,2.71,188,189,184,5501,240
2021/5/24 3:30,3.32,2.75,188,190,183,5449,240
2021/5/24 3:35,3.37,2.79,187,188,183,5503,241
2021/5/24 3:40,3.41,2.83,188,190,183,5431,240
2021/5/24 3:45,3.46,2.86,188,191,185,5457,240
2021/5/24 3:50,3.5,2.9,188,189,185,5329,240
2021/5/24 3:55,3.53,2.94,188,190,186,5324,240
2021/5/24 4:00,3.58,2.98,188,190,188,5241,240
2021/5/24 4:05,3.62,3.01,190,192,187,5280,240
2021/5/24 4:10,3.67,3.04,189,192,186,5273,240
2021/5/24 4:15,3.71,3.07,189,190,186,5271,240
2021/5/24 4:20,3.75,3.1,188,189,185,5335,240
2021/5/24 4:25,3.8,3.13,188,190,186,5355,241
2021/5/24 4:30,3.84,3.16,191,190,185,5363,240
2021/5/24 4:35,3.89,3.19,188,188,185,5340,240
2021/5/24 4:40,3.93,3.22,185,188,184,5378,239
2021/5/24 4:45,3.97,3.26,186,183,181,5507,240
2021/5/24 4:50,4.01,3.28,183,182,179,5667,240
2021/5/24 4:55,4.05,3.31,181,177,175,5874,239
2021/5/24 5:00,4.09,3.35,177,185,173,6077,239
2021/5/24 5:05,4.09,3.38,183,190,179,5932,241
2021/5/24 5:10,4.09,3.41,180,188,175,5723,240
2021/5/24 5:15,4.1,3.44,177,185,174,5893,240
2021/5/24 5:20,4.1,3.46,174,182,170,6107,240
2021/5/24 5:25,4.1,3.48,169,182,182,6343,241
2021/5/24 5:30,4.1,3.48,177,179,178,6093,239
2021/5/24 5:35,4.1,3.48,195,181,230,6539,240
2021/5/24 5:40,4.1,3.48,187,186,231,6421,239
2021/5/24 5:45,4.1,3.48,189,184,230,6199,240
2021/5/24 5:50,4.1,3.48,190,183,229,6212,241
2021/5/24 5:55,4.1,3.48,186,178,227,6358,240
2021/5/24 6:00,4.1,3.48,181,176,220,6570,240
2021/5/24 6:05,4.1,3.48,181,174,221,6797,240
2021/5/24 6:10,4.1,3.48,181,185,225,6892,240
2021/5/24 6:15,4.1,3.48,182,181,223,6453,241
2021/5/24 6:20,4.1,3.48,175,178,222,6591,250
2021/5/24 6:25,4.1,3.48,197,246,237,7351,251
2021/5/24 6:30,4.1,3.48,196,244,234,7148,249
2021/5/24 6:35,4.1,3.48,193,239,230,7014,248
2021/5/24 6:40,4.1,3.48,189,235,227,7282,246
2021/5/24 6:45,4.1,3.48,181,229,222,7398,242
2021/5/24 6:50,4.1,3.48,181,232,217,7419,242
2021/5/24 6:55,4.1,3.48,167,225,215,7503,238
2021/5/24 7:00,4.1,3.48,174,227,216,7444,242
2021/5/24 7:05,4.1,3.48,173,224,210,7455,240
2021/5/24 7:10,4.11,3.48,166,218,203,7577,234
2021/5/24 7:15,4.11,3.46,185,229,259,7582,241
2021/5/24 7:20,4.11,3.44,187,229,258,7362,241
2021/5/24 7:25,4.1,3.41,179,229,258,7461,240
2021/5/24 7:30,4.1,3.37,178,224,256,7470,242
2021/5/24 7:35,4.1,3.34,185,225,258,7462,243
2021/5/24 7:40,4.11,3.31,180,225,256,7383,243
2021/5/24 7:45,4.1,3.28,185,229,260,7362,242
2021/5/24 7:50,4.11,3.25,179,229,260,7390,245
2021/5/24 7:55,4.1,3.22,186,227,262,7438,246
2021/5/24 8:00,4.11,3.19,182,228,260,7406,246
2021/5/24 8:05,4.11,3.15,181,228,260,7437,244
2021/5/24 8:10,4.11,3.12,188,231,260,7399,244
2021/5/24 8:15,4.11,3.09,187,233,262,7335,246
2021/5/24 8:20,4.11,3.06,186,229,262,7367,245
2021/5/24 8:25,4.11,3.03,189,235,263,7271,246
2021/5/24 8:30,4.11,3,186,231,261,7331,246
2021/5/24 8:35,4.11,2.97,180,229,261,7330,246
2021/5/24 8:40,4.11,2.94,194,235,263,7343,247
2021/5/24 8:45,4.11,2.91,190,236,264,7274,249
2021/5/24 8:50,4.11,2.88,187,237,269,7257,250
2021/5/24 8:55,4.11,2.85,193,239,267,7289,249
2021/5/24 9:00,4.11,2.83,191,239,266,7273,250
2021/5/24 9:05,4.11,2.79,186,237,267,7297,248
2021/5/24 9:10,4.11,2.76,192,237,266,7389,249
2021/5/24 9:15,4.11,2.73,192,236,266,7390,250
2021/5/24 9:20,4.11,2.71,204,239,268,7359,250
2021/5/24 9:25,4.11,2.68,195,241,268,7287,249
2021/5/24 9:30,4.11,2.65,194,240,271,7250,250
2021/5/24 9:35,4.11,2.62,204,243,272,7137,249
2021/5/24 9:40,4.11,2.59,197,239,222,7099,250
2021/5/24 9:45,4.11,2.59,184,239,224,7252,244
2021/5/24 9:50,4.11,2.59,187,241,227,7190,247
2021/5/24 9:55,4.11,2.59,183,249,227,7114,250
2021/5/24 10:00,4.11,2.59,188,251,229,7106,250
2021/5/24 10:05,4.11,2.59,183,252,231,7065,249
2021/5/24 10:10,4.11,2.59,181,254,233,7032,250
2021/5/24 10:15,4.11,2.59,190,254,230,6874,250
2021/5/24 10:20,4.11,2.59,185,257,233,6944,251
2021/5/24 10:25,4.11,2.59,193,257,232,6823,250
2021/5/24 10:30,4.11,2.59,196,259,235,6845,250
2021/5/24 10:35,4.11,2.59,197,258,234,6732,250
2021/5/24 10:40,4.11,2.59,198,259,234,6750,250
2021/5/24 10:45,4.11,2.59,195,258,234,6749,248
2021/5/24 10:50,4.11,2.59,190,259,234,6710,250
2021/5/24 10:55,4.12,2.59,194,260,235,6710,249
2021/5/24 11:00,4.12,2.59,194,261,238,6588,250
2021/5/24 11:05,4.12,2.59,194,256,234,6653,250
2021/5/24 11:10,4.12,2.59,194,256,237,6715,249
2021/5/24 11:15,4.12,2.59,199,253,237,6723,250
2021/5/24 11:20,4.12,2.59,196,255,237,6690,251
2021/5/24 11:25,4.12,2.59,200,256,238,6587,251
2021/5/24 11:30,4.12,2.59,195,257,235,6648,250
2021/5/24 11:35,4.12,2.59,201,258,237,6638,250
2021/5/24 11:40,4.12,2.59,194,256,238,6577,251
2021/5/24 11:45,4.12,2.59,200,260,239,6628,251
2021/5/24 11:50,4.12,2.59,198,260,239,6600,250
2021/5/24 11:55,4.12,2.59,202,256,239,6679,250
2021/5/24 12:00,4.12,2.59,196,252,237,6696,252
2021/5/24 12:05,4.12,2.59,187,251,235,6934,250
2021/5/24 12:10,4.12,2.59,193,252,237,6962,250
2021/5/24 12:15,4.12,2.59,204,253,240,6856,250
2021/5/24 12:20,4.12,2.59,198,253,238,6618,250
2021/5/24 12:25,4.12,2.59,197,255,240,6662,249
2021/5/24 12:30,4.12,2.59,194,181,232,6720,250
2021/5/24 12:35,4.12,2.59,183,183,224,7019,249
2021/5/24 12:40,4.12,2.59,184,184,225,7155,250
2021/5/24 12:45,4.12,2.59,187,186,228,7100,250
2021/5/24 12:50,4.12,2.59,184,185,228,6913,250
2021/5/24 12:55,4.13,2.59,184,183,226,6946,250
2021/5/24 13:00,4.12,2.58,183,179,224,7004,251
2021/5/24 13:05,4.12,2.58,181,183,223,7075,250
2021/5/24 13:10,4.12,2.58,175,182,222,7028,251
2021/5/24 13:15,4.12,2.58,179,186,225,7043,250
2021/5/24 13:20,4.12,2.58,181,187,226,6828,249
2021/5/24 13:25,4.12,2.58,184,186,226,6804,249
2021/5/24 13:30,4.12,2.58,186,186,228,6798,251
2021/5/24 13:35,4.12,2.58,182,183,229,6811,251
2021/5/24 13:40,4.12,2.58,183,186,227,6924,251
2021/5/24 13:45,4.12,2.58,188,183,227,6961,250
2021/5/24 13:50,4.12,2.58,191,185,230,7037,250
2021/5/24 13:55,4.13,2.58,189,188,231,6905,249
2021/5/24 14:00,4.13,2.58,195,188,232,6752,250
2021/5/24 14:05,4.13,2.58,191,191,234,6654,250
2021/5/24 14:10,4.13,2.58,195,191,238,6578,250
2021/5/24 14:15,4.13,2.58,195,193,236,6525,250
2021/5/24 14:20,4.13,2.58,196,194,236,6340,250
2021/5/24 14:25,4.13,2.58,191,192,234,6326,249
2021/5/24 14:30,4.13,2.58,194,193,237,6360,249
