datetime,hx_water_level,xfx_water_level,bottom_pressure,hx_pressure,xfx_pressure,water_demand,xj_pressure
2021/8/31 21:50,2.07,1.93,195,265,256,7367,248
2021/8/31 21:55,2.03,1.9,191,274,257,7295,249
2021/8/31 22:00,1.99,1.87,204,275,259,6947,250
2021/8/31 22:05,1.95,1.84,203,277,261,7001,250
2021/8/31 22:10,1.91,1.81,203,276,260,6964,250
2021/8/31 22:15,1.87,1.78,199,275,263,6828,250
2021/8/31 22:20,1.83,1.75,204,285,263,6815,249
2021/8/31 22:25,1.79,1.72,211,281,265,6803,251
2021/8/31 22:30,1.75,1.7,213,287,266,6566,249
2021/8/31 22:35,1.71,1.67,214,213,266,6416,249
2021/8/31 22:40,1.66,1.64,202,208,259,6528,251
2021/8/31 22:45,1.61,1.61,200,190,255,6417,249
2021/8/31 22:50,1.57,1.58,189,186,252,6952,250
2021/8/31 22:55,1.52,1.55,194,196,255,7124,251
2021/8/31 23:00,1.47,1.52,202,199,259,6893,251
2021/8/31 23:05,1.43,1.49,204,196,261,6701,251
2021/8/31 23:10,1.38,1.47,214,205,265,6499,249
2021/8/31 23:15,1.36,1.44,203,187,258,6795,251
2021/8/31 23:20,1.36,1.41,212,189,262,6579,251
2021/8/31 23:25,1.36,1.38,212,192,262,6550,251
2021/8/31 23:30,1.36,1.35,195,189,203,6617,251
2021/8/31 23:35,1.36,1.32,199,191,206,6245,250
2021/8/31 23:40,1.36,1.29,186,191,181,6098,248
2021/8/31 23:45,1.36,1.29,193,190,189,6464,250
2021/8/31 23:50,1.36,1.29,189,195,194,6348,251
2021/8/31 23:55,1.36,1.29,192,195,194,6220,251
2021/9/1 0:00,1.36,1.29,197,186,196,5984,249
2021/9/1 0:05,1.41,1.29,183,175,186,6489,251
2021/9/1 0:10,1.46,1.29,180,175,188,6498,250
2021/9/1 0:15,1.51,1.29,184,178,190,6382,250
2021/9/1 0:20,1.56,1.3,169,165,167,6269,249
2021/9/1 0:25,1.61,1.33,173,172,173,7059,251
2021/9/1 0:30,1.66,1.37,181,175,177,6853,250
2021/9/1 0:35,1.71,1.41,178,174,177,6741,250
2021/9/1 0:40,1.76,1.45,182,175,178,6689,250
2021/9/1 0:45,1.81,1.49,180,174,177,6689,250
2021/9/1 0:50,1.86,1.53,174,175,177,6783,249
2021/9/1 0:55,1.91,1.56,177,176,181,6641,249
2021/9/1 1:00,1.96,1.6,185,176,181,6589,250
2021/9/1 1:05,2.01,1.64,179,175,180,6734,249
2021/9/1 1:10,2.06,1.68,179,175,179,6734,250
2021/9/1 1:15,2.11,1.72,184,177,180,6799,251
2021/9/1 1:20,2.16,1.75,188,176,182,6663,250
2021/9/1 1:25,2.21,1.79,179,179,182,6543,249
2021/9/1 1:30,2.26,1.83,183,179,183,6509,249
2021/9/1 1:35,2.31,1.87,187,178,184,6457,251
2021/9/1 1:40,2.36,1.91,191,180,184,6350,249
2021/9/1 1:45,2.41,1.95,187,179,186,6297,249
2021/9/1 1:50,2.46,1.98,187,180,187,6279,250
2021/9/1 1:55,2.51,2.02,191,182,188,6189,251
2021/9/1 2:00,2.56,2.06,192,183,186,6143,249
2021/9/1 2:05,2.61,2.1,182,181,183,6385,250
2021/9/1 2:10,2.66,2.14,183,180,183,6452,250
2021/9/1 2:15,2.71,2.18,189,181,184,6444,251
2021/9/1 2:20,2.76,2.21,189,181,186,6384,250
2021/9/1 2:25,2.81,2.25,185,183,187,6211,251
2021/9/1 2:30,2.86,2.29,180,184,188,6136,249
2021/9/1 2:35,2.91,2.33,194,186,190,6133,250
2021/9/1 2:40,2.96,2.37,194,184,189,6005,250
2021/9/1 2:45,3.01,2.41,191,187,189,6091,250
2021/9/1 2:50,3.06,2.45,187,184,188,5972,251
2021/9/1 2:55,3.11,2.48,191,183,188,6065,251
2021/9/1 3:00,3.16,2.52,195,187,188,6094,251
2021/9/1 3:05,3.21,2.56,189,184,186,6160,250
2021/9/1 3:10,3.26,2.6,188,182,189,6134,250
2021/9/1 3:15,3.31,2.64,188,185,189,6115,248
2021/9/1 3:20,3.35,2.68,193,184,188,6179,249
2021/9/1 3:25,3.4,2.71,192,185,189,6087,250
2021/9/1 3:30,3.45,2.75,188,185,188,6072,250
2021/9/1 3:35,3.5,2.79,190,185,189,6140,250
2021/9/1 3:40,3.55,2.83,192,185,188,6051,251
2021/9/1 3:45,3.6,2.87,197,184,189,6014,251
2021/9/1 3:50,3.65,2.91,193,186,190,6031,250
2021/9/1 3:55,3.7,2.94,189,186,190,6036,250
2021/9/1 4:00,3.75,2.98,191,185,190,5963,250
2021/9/1 4:05,3.8,3.02,194,183,188,6093,250
2021/9/1 4:10,3.85,3.06,193,184,188,6031,250
2021/9/1 4:15,3.9,3.09,188,183,187,6084,250
2021/9/1 4:20,3.94,3.13,186,183,187,6184,250
2021/9/1 4:25,3.99,3.17,190,183,187,6197,250
2021/9/1 4:30,4.04,3.21,194,181,187,6210,250
2021/9/1 4:35,4.08,3.25,193,180,185,6217,250
2021/9/1 4:40,4.13,3.28,186,180,185,6411,250
2021/9/1 4:45,4.17,3.32,187,183,187,6268,250
2021/9/1 4:50,4.21,3.36,187,181,185,6334,249
2021/9/1 4:55,4.25,3.39,188,182,183,6387,249
2021/9/1 5:00,4.29,3.43,195,205,188,6427,251
2021/9/1 5:05,4.29,3.47,190,198,190,6052,250
2021/9/1 5:10,4.29,3.5,191,194,190,6105,251
2021/9/1 5:15,4.29,3.52,193,191,190,6184,251
2021/9/1 5:20,4.29,3.53,193,192,193,6059,249
2021/9/1 5:25,4.29,3.53,186,188,192,6226,250
2021/9/1 5:30,4.29,3.53,179,187,188,6427,250
2021/9/1 5:35,4.29,3.53,187,186,186,6592,251
2021/9/1 5:40,4.29,3.53,185,181,185,6733,250
2021/9/1 5:45,4.29,3.53,179,183,187,6788,253
2021/9/1 5:50,4.29,3.53,179,182,183,6808,250
2021/9/1 5:55,4.29,3.53,175,183,183,6904,250
2021/9/1 6:00,4.29,3.53,173,181,181,6778,249
2021/9/1 6:05,4.29,3.53,188,253,195,6870,250
2021/9/1 6:10,4.29,3.53,182,247,189,6685,250
2021/9/1 6:15,4.29,3.53,187,245,188,7031,249
2021/9/1 6:20,4.29,3.53,194,246,264,6981,248
2021/9/1 6:25,4.29,3.53,194,250,233,7022,249
2021/9/1 6:30,4.29,3.53,193,246,234,6995,250
2021/9/1 6:35,4.29,3.53,192,250,231,7109,250
2021/9/1 6:40,4.29,3.53,190,241,228,7249,251
2021/9/1 6:45,4.29,3.53,188,237,221,7651,247
2021/9/1 6:50,4.29,3.53,180,234,222,7664,250
2021/9/1 6:55,4.29,3.53,174,235,215,7716,246
2021/9/1 7:00,4.29,3.53,176,233,163,7675,247
2021/9/1 7:05,4.29,3.5,196,242,266,7494,251
2021/9/1 7:10,4.29,3.47,194,239,264,7498,251
2021/9/1 7:15,4.29,3.44,192,236,261,7615,251
2021/9/1 7:20,4.29,3.41,179,231,257,7668,247
2021/9/1 7:25,4.29,3.38,185,227,256,7709,245
2021/9/1 7:30,4.29,3.35,190,226,256,7678,246
2021/9/1 7:35,4.3,3.32,181,224,257,7681,247
2021/9/1 7:40,4.3,3.28,182,224,255,7674,246
2021/9/1 7:45,4.3,3.25,182,230,258,7757,247
2021/9/1 7:50,4.3,3.22,189,232,263,7633,249
2021/9/1 7:55,4.3,3.19,194,232,262,7629,250
2021/9/1 8:00,4.3,3.16,192,231,262,7590,250
2021/9/1 8:05,4.3,3.13,189,236,261,7623,249
2021/9/1 8:10,4.3,3.1,190,234,260,7656,250
2021/9/1 8:15,4.3,3.07,195,236,262,7615,249
2021/9/1 8:20,4.3,3.04,194,233,264,7587,249
2021/9/1 8:25,4.3,3.01,193,234,264,7467,250
2021/9/1 8:30,4.3,2.98,193,234,261,7506,250
2021/9/1 8:35,4.3,2.95,189,228,261,7580,250
2021/9/1 8:40,4.3,2.92,188,227,262,7591,250
2021/9/1 8:45,4.3,2.89,196,234,265,7397,250
2021/9/1 8:50,4.3,2.86,193,237,265,7362,250
2021/9/1 8:55,4.3,2.83,199,236,268,7367,251
2021/9/1 9:00,4.3,2.81,180,233,218,7272,250
2021/9/1 9:05,4.3,2.81,178,232,221,7685,251
2021/9/1 9:10,4.3,2.81,180,230,221,7782,250
2021/9/1 9:15,4.3,2.81,180,233,219,7699,249
2021/9/1 9:20,4.3,2.81,183,238,220,7833,249
2021/9/1 9:25,4.3,2.81,186,243,223,7693,250
2021/9/1 9:30,4.3,2.81,186,243,225,7565,250
2021/9/1 9:35,4.3,2.81,192,245,229,7525,250
2021/9/1 9:40,4.3,2.81,186,245,227,7260,250
2021/9/1 9:45,4.3,2.81,192,248,228,7304,249
2021/9/1 9:50,4.3,2.81,185,248,226,7175,250
2021/9/1 9:55,4.3,2.81,173,241,217,7229,249
2021/9/1 10:00,4.3,2.81,174,246,221,7477,250
2021/9/1 10:05,4.3,2.81,176,247,223,7538,250
2021/9/1 10:10,4.31,2.81,178,242,223,7375,251
2021/9/1 10:15,4.3,2.81,183,251,225,7312,251
2021/9/1 10:20,4.3,2.81,182,249,227,7181,251
2021/9/1 10:25,4.3,2.81,182,252,225,7088,250
2021/9/1 10:30,4.3,2.81,184,250,226,7065,250
2021/9/1 10:35,4.31,2.81,177,248,224,7181,250
2021/9/1 10:40,4.31,2.81,195,249,232,7152,251
2021/9/1 10:45,4.31,2.81,195,252,233,7093,251
2021/9/1 10:50,4.31,2.81,196,254,235,6995,250
2021/9/1 10:55,4.31,2.81,191,254,234,6932,250
2021/9/1 11:00,4.31,2.81,200,250,238,6999,251
2021/9/1 11:05,4.31,2.81,197,254,236,6943,250
2021/9/1 11:10,4.31,2.81,192,235,235,6860,251
2021/9/1 11:15,4.31,2.81,197,240,236,6859,249
2021/9/1 11:20,4.31,2.81,201,237,238,6842,251
2021/9/1 11:25,4.31,2.81,192,234,235,6923,250
2021/9/1 11:30,4.31,2.81,195,236,233,7181,249
2021/9/1 11:35,4.31,2.81,193,235,233,7177,250
2021/9/1 11:40,4.31,2.81,197,237,233,7242,250
2021/9/1 11:45,4.31,2.81,192,238,234,7137,250
2021/9/1 11:50,4.31,2.81,197,237,237,7100,250
2021/9/1 11:55,4.31,2.81,198,229,235,7050,250
2021/9/1 12:00,4.31,2.81,201,227,236,7014,250
2021/9/1 12:05,4.31,2.81,192,224,234,7036,251
2021/9/1 12:10,4.31,2.81,192,229,235,7085,251
2021/9/1 12:15,4.31,2.81,191,227,229,7051,250
2021/9/1 12:20,4.31,2.81,197,234,237,7023,250
2021/9/1 12:25,4.31,2.81,199,233,237,6861,251
2021/9/1 12:30,4.31,2.81,204,230,240,6874,250
2021/9/1 12:35,4.31,2.81,197,218,228,6845,249
2021/9/1 12:40,4.31,2.81,197,221,228,6932,250
2021/9/1 12:45,4.31,2.81,200,217,228,6865,250
2021/9/1 12:50,4.31,2.81,200,217,231,6771,249
2021/9/1 12:55,4.32,2.81,191,220,225,6766,250
2021/9/1 13:00,4.31,2.81,196,221,228,6898,251
2021/9/1 13:05,4.32,2.81,204,218,231,6858,249
2021/9/1 13:10,4.31,2.81,183,220,217,6799,250
2021/9/1 13:15,4.31,2.81,193,225,229,6819,249
2021/9/1 13:20,4.32,2.81,205,222,232,6715,252
2021/9/1 13:25,4.32,2.81,197,226,229,6567,250
2021/9/1 13:30,4.32,2.81,202,225,236,6521,252
2021/9/1 13:35,4.32,2.81,208,229,237,6351,251
2021/9/1 13:40,4.32,2.81,218,236,241,6347,250
2021/9/1 13:45,4.32,2.81,213,232,242,6194,250
2021/9/1 13:50,4.32,2.81,211,230,239,6211,251
2021/9/1 13:55,4.32,2.81,217,239,239,6056,251
2021/9/1 14:00,4.32,2.81,213,235,238,6069,250
2021/9/1 14:05,4.32,2.81,215,240,240,6039,249
2021/9/1 14:10,4.32,2.81,209,234,239,6019,250
2021/9/1 14:15,4.32,2.81,213,238,243,5886,250
2021/9/1 14:20,4.32,2.81,215,239,242,5913,251
2021/9/1 14:25,4.32,2.81,211,236,241,5837,250
2021/9/1 14:30,4.32,2.81,208,238,241,5846,250
